VEGA_similarity	sig_id
0.5076494284020392	CPC018_MCF7_24H:BRD-K06817181-001-01-5:10
0.7666214782535258	CPC016_MCF7_24H:BRD-K97118047-001-02-0:10
0.7511755937060525	CPC020_MCF7_24H:BRD-K68264559-001-09-2:10
0.16701502688727388	CPC010_MCF7_24H:BRD-K23980805-019-03-4:10
0.0983938643990353	CPC008_MCF7_24H:BRD-A83255679-001-09-8:10
0.59115229296509	CPC017_MCF7_24H:BRD-K27737647-300-01-4:10
0.7416328739312396	CPC007_MCF7_24H:BRD-K27484191-001-07-4:10
0.1	LKCP002_MCF7_24H:K13
0.3719552873272748	CPC010_MCF7_24H:BRD-K80184735-001-02-8:10
0.8702779959676407	CPC008_MCF7_24H:BRD-K14945759-001-03-2:10
0.944223141560321	CPC016_MCF7_24H:BRD-K24675965-001-02-5:10
0.4540697609496843	HOG003_MCF7_24H:BRD-K09907482-001-02-5:10
0.07951593403083301	CPC009_MCF7_24H:BRD-K96405393-001-03-0:10
0.25769645620237736	CPC009_MCF7_24H:BRD-K10855750-001-01-0:10
0.23296992031553299	CPC009_MCF7_24H:BRD-K94390040-019-01-9:10
0.23896372054105697	CPC009_MCF7_24H:BRD-K53461563-019-01-4:10
0.49388170537925	CPC009_MCF7_24H:BRD-K17739445-019-01-2:10
0.5832256516915711	CPC009_MCF7_24H:BRD-K68020183-001-01-9:10
0.12250958867993533	CPC009_MCF7_24H:BRD-K92981876-001-01-4:10
0.8893560065283344	CPC014_MCF7_24H:BRD-A25337146-003-07-0:10
0.6199738232811148	CPC007_MCF7_24H:BRD-K73143528-001-04-0:10
0.5972517302680054	CPC007_MCF7_24H:BRD-K33305493-001-02-9:10
0.9872789983842841	CPC012_MCF7_24H:BRD-K34966483-001-06-0:10
0.6281439774931253	CPC009_MCF7_24H:BRD-K37124285-001-04-8:10
0.928959149301185	CPC007_MCF7_24H:BRD-K83213280-001-07-0:10
0.28625697235979175	CPC007_MCF7_24H:BRD-A84909344-001-08-6:10
0.24012949034649755	CPC016_MCF7_24H:BRD-K37312348-001-06-9:10
0.5165186868244531	CPC006_MCF7_24H:K18
0.5086089476366661	CPC008_MCF7_24H:BRD-K26233379-019-01-5:10
0.22648364948389688	PBIOA019_MCF7_24H:K19
0.6996556568999477	CPC009_MCF7_24H:BRD-K60729220-001-04-2:10
0.029633819236693282	CPC008_MCF7_24H:BRD-K45216862-001-01-9:10
0.6906304725494526	CPC013_MCF7_24H:BRD-K04156788-001-01-7:10
0.4571778861233001	CPC007_MCF7_24H:BRD-K94035551-001-02-7:10
0.689007510845079	CPC007_MCF7_24H:BRD-K56658166-001-06-0:10
0.47708063064151895	LJP005_MCF7_24H:L19
0.977333782884695	LJP008_MCF7_24H:H01
0.3346849511031178	CPC009_MCF7_24H:BRD-K33459729-001-01-2:10
0.9825729370023882	REP.A015_MCF7_24H:H19
0.06497394247897537	REP.A011_MCF7_24H:N01
0.6837607747575566	CPD001_MCF7_24H:BRD-K08619838-300-04-0:10
0.4542192067849121	HOG001_MCF7_24H:BRD-A19633847-050-20-6:10
0.8221376255297003	CPC018_MCF7_24H:BRD-K77641333-003-15-6:10
0.789616069716998	CPD001_MCF7_24H:BRD-K46211610-003-20-0:10
0.8002101828759374	CPC007_MCF7_24H:BRD-K13665914-001-06-2:10
0.09473859930251971	CPC018_MCF7_24H:BRD-K25906698-303-01-9:10
0.8223656998612947	REP.A017_MCF7_24H:N01
0.21404015744376093	CPD001_MCF7_24H:BRD-K74927006-001-01-2:10
0.02568026385903477	CPC017_MCF7_24H:BRD-K62206109-303-01-1:10
0.21773871968441139	LKCP002_MCF7_24H:G07
0.47928510469983276	LJP009_MCF7_24H:K19
0.7421113599114321	CPC006_MCF7_24H:E02
0.2186324808328537	CPC012_MCF7_24H:BRD-K76052538-001-01-4:10
0.11300754809027136	CPC016_MCF7_24H:BRD-K92015269-001-01-6:10
0.6459672550239423	CPC018_MCF7_24H:BRD-K34034388-300-01-0:10
0.9838980363600176	CPC018_MCF7_24H:BRD-K50135270-001-01-9:10
0.6008703020856181	REP.A019_MCF7_24H:B13
0.6910573641234218	CPC016_MCF7_24H:BRD-K19309090-300-03-0:10
0.56116744374642	CPC012_MCF7_24H:BRD-K48924007-004-01-5:10
0.7823484442285039	CPC016_MCF7_24H:BRD-K23335153-300-01-7:10
0.9758044202094448	CPC018_MCF7_24H:BRD-K08996725-313-01-7:10
0.5441292294041848	CPC018_MCF7_24H:BRD-K77171813-050-01-4:10
0.41679051174272586	CPC016_MCF7_24H:BRD-K45479396-103-01-2:10
0.8603430611601265	CPC006_MCF7_24H:M20
0.9697283437599901	CPC005_MCF7_24H:BRD-K80451230-051-01-8:10
0.12918164086956796	CPC008_MCF7_24H:BRD-K58999277-019-01-5:10
0.5781709654738779	CPC012_MCF7_24H:BRD-K71574320-300-01-0:10
0.7924599925459974	CPC009_MCF7_24H:BRD-K14171663-001-04-8:10
0.5333394051563908	CPD001_MCF7_24H:BRD-K99300445-003-16-6:10
0.4091969681929487	CPC016_MCF7_24H:BRD-K83322645-103-01-6:10
0.6552298211354206	PBIOA021_MCF7_24H:P19
0.2701280945133483	REP.A014_MCF7_24H:L07
0.3491337429383694	CPC005_MCF7_24H:BRD-K47936004-003-04-9:10
0.9922766588813446	CPC009_MCF7_24H:BRD-K75477256-001-01-4:10
0.6364653343744954	CPC017_MCF7_24H:BRD-K50325075-001-01-3:10
0.8729272983110746	CPC008_MCF7_24H:BRD-K01333970-019-01-5:10
0.8077685130371435	CPC008_MCF7_24H:BRD-K05002121-001-01-8:10
0.6522725543940241	PBIOA021_MCF7_24H:M13
0.8407290824587732	CPC008_MCF7_24H:BRD-K57353465-001-01-6:10
0.28715849543357097	CPC008_MCF7_24H:BRD-K10846167-001-01-6:10
0.6371164488122983	CPC008_MCF7_24H:BRD-K53780220-001-01-0:10
0.5906034895239809	CPC012_MCF7_24H:BRD-K08307026-001-01-4:10
0.6224196007933448	PBIOA022_MCF7_24H:E13
0.16863192714677522	CPC008_MCF7_24H:BRD-K76907295-001-03-8:10
0.27724303999806843	CPD002_MCF7_24H:BRD-K65667145-001-09-0:10
0.2866583187925391	CPC008_MCF7_24H:BRD-K81214387-019-01-7:10
0.6019461625727632	CPC009_MCF7_24H:BRD-K99146421-019-01-9:10
0.9725468804397861	CPC009_MCF7_24H:BRD-A83706824-019-01-3:10
0.9540675511821481	CPC008_MCF7_24H:BRD-A96746500-019-01-5:10
0.22718955298969656	CPC009_MCF7_24H:BRD-A69421747-019-01-1:10
0.3048452430667725	CPC008_MCF7_24H:BRD-A81377415-019-01-0:10
0.03606189227916712	CPC008_MCF7_24H:BRD-K02437976-019-01-7:10
0.39881558985939414	CPC009_MCF7_24H:BRD-K22449070-019-01-3:10
0.8346741216803636	CPC010_MCF7_24H:BRD-K46645809-001-06-3:10
0.91575173898614	CPC010_MCF7_24H:BRD-K50532160-001-04-4:10
0.23649647956794362	CPC010_MCF7_24H:BRD-K51140856-001-05-1:10
0.2657944734888392	CPC007_MCF7_24H:BRD-K81751891-001-05-6:10
0.22084981650875368	CPC007_MCF7_24H:BRD-K70693222-001-08-7:10
0.3501035675745787	CPC007_MCF7_24H:BRD-K80126354-001-04-5:10
0.8047593985905447	CPC007_MCF7_24H:BRD-K28366444-001-04-4:10
0.6468574698844601	CPC010_MCF7_24H:BRD-K92932331-001-04-0:10
0.7859409178637	CPC008_MCF7_24H:BRD-K30443205-001-05-3:10
0.5830311063353062	CPC007_MCF7_24H:BRD-K04779531-001-05-7:10
0.2577330780591468	CPC007_MCF7_24H:BRD-K07668032-001-07-9:10
0.22799418021254414	CPC005_MCF7_24H:BRD-K43796186-001-01-1:10
0.009000705863749792	CPC009_MCF7_24H:BRD-K00624509-001-01-6:10
0.7809821368740725	CPC015_MCF7_24H:BRD-A23683907-334-01-0:10
0.8471212261647177	CPC018_MCF7_24H:BRD-K54142781-003-02-7:10
0.7682825996284163	DPK.CP002_MCF7_24H:BRD-K37846922:10
0.07440205772849073	REP.A017_MCF7_24H:E13
0.762221627169866	CPC010_MCF7_24H:BRD-K19027210-001-04-5:10
0.04576745315026931	CPC010_MCF7_24H:BRD-K32795028-001-10-9:10
0.10559306570639115	CPC015_MCF7_24H:BRD-K49519092-303-01-4:10
0.44047537293266725	PBIOA017_MCF7_24H:O07
0.4761470089248401	LKCP002_MCF7_24H:C01
0.8161186366186963	CPC013_MCF7_24H:BRD-K54573313-001-01-6:10
0.6795268920409105	CPC008_MCF7_24H:BRD-K12814321-001-04-9:10
0.15332017863121628	CPC007_MCF7_24H:BRD-K40758391-001-06-4:10
0.22614678322880133	CPC013_MCF7_24H:BRD-A57300602-001-01-3:10
0.28567518825868676	CPC005_MCF7_24H:BRD-A47065382-001-02-9:10
0.12367263745485835	CPC012_MCF7_24H:BRD-K56392985-001-01-6:10
0.2876448863592307	CPC013_MCF7_24H:BRD-A95820578-001-01-4:10
0.7285981555397331	CPC007_MCF7_24H:BRD-K01578344-001-07-9:10
0.24140147010728297	DOSBIO002_MCF7_24H:BRD-K02882069:10.0786
0.8353596470603865	DOSVAL002_MCF7_24H:BRD-K29799191:10
0.46951699512520784	CPC016_MCF7_24H:BRD-K38449220-001-03-8:10
0.32293576124438883	CPC005_MCF7_24H:BRD-K42142750-001-04-9:10
0.41241810454887307	CPC011_MCF7_24H:BRD-K22227508-015-03-9:10
0.7094967405934914	LJP009_MCF7_24H:F01
0.5167927032459902	REP.A020_MCF7_24H:I07
0.007278663975058053	CPC006_MCF7_24H:E01
0.922323846585075	CPC006_MCF7_24H:H10
0.06599600300185171	CPC018_MCF7_24H:BRD-M62162320-103-01-1:10
0.9386213488143857	LJP009_MCF7_24H:K13
0.028152823620054668	CPC014_MCF7_24H:BRD-K77286328-001-02-9:10
0.7709793349574484	CPC005_MCF7_24H:BRD-A52660433-066-01-3:10
0.5346747081832882	CPC017_MCF7_24H:BRD-K73397362-001-01-7:10
0.505726180604106	LJP009_MCF7_24H:N13
0.07277850254400453	CPC013_MCF7_24H:BRD-K29699988-001-01-5:10
0.23874501033791629	CPC007_MCF7_24H:BRD-K22006123-001-05-7:10
0.777547317065192	CPC018_MCF7_24H:BRD-K15519488-001-01-6:10
0.8912598299224941	CPC018_MCF7_24H:BRD-K36638830-001-02-2:10
0.5291186810529795	CPC005_MCF7_24H:BRD-K55430733-003-01-6:10
0.3533433963625954	PCLB001_MCF7_24H:G23
0.05994320806421083	CPC015_MCF7_24H:BRD-K57718010-001-08-5:10
0.6821785260663404	LJP005_MCF7_24H:E13
0.2784466106862826	CPC012_MCF7_24H:BRD-A51777634-001-01-0:10
0.0550137149921468	CPC009_MCF7_24H:BRD-K59705555-001-01-6:10
0.6658517290986221	LJP008_MCF7_24H:E07
0.4857197935337584	LJP008_MCF7_24H:P01
0.011962149701723934	POL001_MCF7_24H:I19
0.11092403910634707	CPC015_MCF7_24H:BRD-K77925998-050-06-9:10
0.6992019292459442	LKCP002_MCF7_24H:H13
